Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
PU-CMP-34445,Influencer,Tier 2 City Customers,28,"Instagram, WhatsApp",87532,6839,3102,1410,922140,126.26,4.18,Hindi,12.97,Tier 2 City Customers,04-09-2024
PU-CMP-34446,Social Media,Working Women,25,"YouTube, Email, Google",10369,621,320,206,159032,615.95,0.25,Hindi,11.06,College Students,30-01-2025
PU-CMP-34447,Paid Ads,Tier 2 City Customers,9,Instagram,74532,7260,2353,1591,318200,145.05,0.38,English,15.03,Youth,08-04-2025
PU-CMP-34448,Social Media,College Students,15,"Email, WhatsApp",47188,2785,1581,804,508932,202.21,2.13,Hindi,10.96,Working Women,26-10-2024
PU-CMP-34449,Email,Youth,30,"Email, Facebook, YouTube",50800,3427,1753,799,177378,265.26,-0.16,Bengali,11.77,College Students,06-12-2024
PU-CMP-34450,SEO,Premium Shoppers,19,"Facebook, YouTube",35803,5110,1284,706,162380,161.52,0.42,English,19.83,College Students,13-12-2024
PU-CMP-34451,Email,Working Women,30,YouTube,23819,498,153,106,81726,958.14,-0.2,English,3.18,Tier 2 City Customers,31-01-2025
PU-CMP-34452,Influencer,Working Women,17,"Google, Facebook, WhatsApp",28454,3751,2029,1085,288610,83.06,2.2,Hindi,24.13,College Students,26-12-2024
PU-CMP-34453,Paid Ads,Tier 2 City Customers,18,Google,69606,6952,2737,1234,429432,119.82,1.9,English,15.69,Premium Shoppers,31-03-2025
PU-CMP-34454,SEO,Youth,14,"YouTube, Email",67119,9187,4299,1971,457272,104.99,1.21,Bengali,23.03,College Students,09-08-2024
PU-CMP-34455,SEO,Tier 2 City Customers,11,"Email, Instagram",54111,5175,1973,1461,401775,48.04,4.72,Hindi,15.91,Premium Shoppers,06-05-2025
PU-CMP-34456,Influencer,College Students,14,"Email, Google, Facebook",95347,11680,3722,1951,1478858,44.73,15.95,Hindi,18.2,Youth,14-01-2025
PU-CMP-34457,Social Media,College Students,13,"Google, YouTube",43787,5025,2555,1000,308000,239.61,0.29,English,19.59,College Students,09-01-2025
PU-CMP-34458,SEO,Tier 2 City Customers,22,"WhatsApp, YouTube, Instagram",55259,7491,1533,925,257150,219.82,0.26,English,18,Tier 2 City Customers,29-09-2024
PU-CMP-34459,Email,College Students,9,Instagram,83559,6893,3815,2770,783910,45.81,5.18,Tamil,16.13,Tier 2 City Customers,20-10-2024
PU-CMP-34460,Social Media,Premium Shoppers,13,Instagram,74260,2136,793,296,78440,946.5,-0.72,Bengali,4.34,Working Women,03-05-2025
PU-CMP-34461,Paid Ads,Youth,19,"YouTube, WhatsApp",12058,1457,357,179,39559,1641.56,-0.87,Bengali,16.53,Tier 2 City Customers,27-09-2024
PU-CMP-34462,Paid Ads,Tier 2 City Customers,22,"Facebook, Instagram",43342,2485,797,557,184367,345.45,-0.04,English,8.86,Youth,13-04-2025
PU-CMP-34463,Social Media,College Students,23,Google,79323,9045,3519,2566,644066,102.12,1.46,Bengali,19.07,Premium Shoppers,01-12-2024
PU-CMP-34464,Email,Premium Shoppers,24,WhatsApp,61223,7259,3926,2021,1491498,46.54,14.86,Hindi,21.57,Youth,14-02-2025
PU-CMP-34465,Influencer,Youth,9,Email,46181,2464,651,352,222464,830.56,-0.24,English,7.51,Working Women,27-08-2024
PU-CMP-34466,Influencer,Working Women,30,"WhatsApp, Email",34689,2291,721,516,108876,511.72,-0.59,Bengali,10.17,Youth,18-12-2024
PU-CMP-34467,Email,College Students,30,Instagram,27564,2178,693,431,229292,650.14,-0.18,English,11.98,Premium Shoppers,26-03-2025
PU-CMP-34468,Social Media,Working Women,10,"Google, WhatsApp",67594,6529,1863,1452,878460,59.55,9.16,English,14.56,Premium Shoppers,14-01-2025
PU-CMP-34469,Influencer,Tier 2 City Customers,21,YouTube,56559,2542,746,226,49720,1015.3,-0.78,Bengali,6.21,Premium Shoppers,23-12-2024
PU-CMP-34470,Social Media,College Students,20,"Facebook, Email",95602,7425,4109,2850,2026350,45.5,14.63,English,15.05,Working Women,11-07-2024
PU-CMP-34471,SEO,College Students,15,"Facebook, Google",92923,10174,2378,1535,1100595,131.76,4.44,Tamil,15.16,Tier 2 City Customers,25-04-2025
PU-CMP-34472,Email,College Students,6,WhatsApp,38373,4970,1312,961,467046,237.57,1.05,Hindi,18.88,Working Women,01-10-2024
PU-CMP-34473,Paid Ads,Tier 2 City Customers,21,"YouTube, WhatsApp, Instagram",74470,2804,1070,692,188916,209.71,0.3,English,6.13,Working Women,08-12-2024
PU-CMP-34474,Email,Premium Shoppers,24,"Facebook, WhatsApp, Google",44481,962,421,318,179034,235.67,1.39,English,3.82,Working Women,16-12-2024
PU-CMP-34475,SEO,Premium Shoppers,29,Instagram,64380,1314,271,179,116708,449.35,0.45,Hindi,2.74,Tier 2 City Customers,17-08-2024
PU-CMP-34476,Email,Youth,23,Facebook,70472,5161,1946,1112,363624,261.17,0.25,English,11.66,Youth,21-07-2024
PU-CMP-34477,Influencer,College Students,15,"Google, YouTube",96870,13878,7818,3486,1502466,56.32,6.65,English,26,Premium Shoppers,08-05-2025
PU-CMP-34478,Paid Ads,Youth,6,"Facebook, Instagram",84331,11642,4371,1528,765528,127.92,2.92,Bengali,20.8,Youth,20-03-2025
PU-CMP-34479,Social Media,Premium Shoppers,19,"Facebook, Google, YouTube",90993,7165,3672,2868,1657704,48.85,10.83,Bengali,15.06,Working Women,23-08-2024
PU-CMP-34480,Email,Premium Shoppers,13,"Email, Google, Facebook",95747,9633,2579,1457,332196,183.58,0.24,English,14.28,Tier 2 City Customers,27-02-2025
PU-CMP-34481,SEO,College Students,19,YouTube,38357,3977,1170,911,645899,144.37,3.91,Tamil,15.79,Working Women,10-10-2024
PU-CMP-34482,Paid Ads,Working Women,11,"Google, Facebook, Instagram",36963,993,208,127,63119,1050.76,-0.53,Tamil,3.59,College Students,13-12-2024
PU-CMP-34483,SEO,Tier 2 City Customers,6,Facebook,47143,3632,934,561,190740,440.08,-0.23,Tamil,10.88,Working Women,22-04-2025
PU-CMP-34484,Paid Ads,Youth,27,"YouTube, Email, Instagram",52691,6024,2588,1311,352659,138.16,0.95,Bengali,18.83,Tier 2 City Customers,18-03-2025
PU-CMP-34485,Email,Tier 2 City Customers,14,"Facebook, Instagram, YouTube",49670,6066,2225,928,601344,70.46,8.2,Hindi,18.56,Youth,04-11-2024
PU-CMP-34486,SEO,Premium Shoppers,27,Instagram,26080,1828,972,587,287630,403.99,0.21,English,12.99,Tier 2 City Customers,19-01-2025
PU-CMP-34487,Social Media,Tier 2 City Customers,8,"Google, Instagram, WhatsApp",96069,12993,7111,4249,1525391,39.68,8.05,Bengali,25.35,College Students,19-08-2024
PU-CMP-34488,Paid Ads,Premium Shoppers,22,Email,60079,6865,1751,1373,650802,44.36,9.68,Tamil,16.63,Working Women,02-01-2025
PU-CMP-34489,Paid Ads,Premium Shoppers,9,"WhatsApp, Facebook",88360,10910,4575,3595,837635,53.3,3.37,Hindi,21.59,Working Women,08-06-2025
PU-CMP-34490,Paid Ads,College Students,22,"WhatsApp, Instagram, YouTube",94647,11441,2311,933,729606,124.47,5.28,Bengali,15.52,Premium Shoppers,07-05-2025
PU-CMP-34491,SEO,Tier 2 City Customers,12,Instagram,35877,1177,290,167,92017,818.51,-0.33,English,4.55,Working Women,18-03-2025
PU-CMP-34492,SEO,Premium Shoppers,21,YouTube,64265,6032,1689,1134,437724,99.8,2.87,Bengali,13.78,Tier 2 City Customers,13-09-2024
PU-CMP-34493,Influencer,Premium Shoppers,22,"WhatsApp, Instagram",86839,7213,2231,1060,383720,244.14,0.48,Tamil,12.1,Working Women,25-09-2024
PU-CMP-34494,Influencer,Premium Shoppers,15,"Email, Google",91553,5986,2973,1815,1254165,37.94,17.21,English,11.77,Working Women,24-02-2025
PU-CMP-34495,Influencer,Youth,15,Google,85156,1816,402,253,169510,946.29,-0.29,English,2.9,Youth,24-02-2025
PU-CMP-34496,Social Media,Premium Shoppers,30,"Google, Instagram",58117,2786,714,270,90180,661.06,-0.49,English,6.49,Premium Shoppers,25-08-2024
PU-CMP-34497,SEO,Premium Shoppers,16,"Instagram, WhatsApp, YouTube",23514,791,281,171,72846,369.81,0.15,English,5.29,College Students,17-05-2025
PU-CMP-34498,Social Media,Youth,6,"Facebook, WhatsApp",58539,3740,1404,968,754072,71.77,9.85,English,10.44,Premium Shoppers,08-04-2025
PU-CMP-34499,SEO,Youth,28,"WhatsApp, Facebook, YouTube",47174,5728,3179,1152,249984,56.76,2.82,Hindi,21.32,College Students,30-11-2024
PU-CMP-34500,Social Media,Premium Shoppers,6,"WhatsApp, YouTube",52681,7112,2181,1364,743380,153.9,2.54,Bengali,20.23,Tier 2 City Customers,13-04-2025
PU-CMP-34501,SEO,Tier 2 City Customers,18,"Google, WhatsApp",65553,6965,2985,1538,569060,130.75,1.83,English,17.52,College Students,05-04-2025
PU-CMP-34502,Influencer,Tier 2 City Customers,19,"Facebook, Instagram",60435,5729,2868,1094,729698,247.38,1.7,English,16.04,Premium Shoppers,11-01-2025
PU-CMP-34503,Social Media,Premium Shoppers,20,"Facebook, Email",57879,7713,4089,2814,1513932,19.71,26.3,English,25.25,Working Women,04-08-2024
PU-CMP-34504,Paid Ads,College Students,10,"Facebook, Instagram",37151,4808,1009,487,285869,264.72,1.22,Bengali,16.97,College Students,10-09-2024
PU-CMP-34505,Paid Ads,College Students,6,Instagram,26636,2576,1261,667,134067,392.26,-0.49,Bengali,16.91,Youth,12-03-2025
PU-CMP-34506,Influencer,College Students,29,"Facebook, Email",15489,738,282,86,18060,2493.48,-0.92,Tamil,7.14,Working Women,14-05-2025
PU-CMP-34507,Social Media,College Students,6,"Google, YouTube, Instagram",99404,8579,2458,763,260946,288.12,0.19,Hindi,11.87,Working Women,03-07-2024
PU-CMP-34508,Influencer,Youth,14,"Instagram, YouTube",63941,9450,2240,1247,462637,75.77,3.9,Bengali,20.23,Youth,17-08-2024
PU-CMP-34509,Influencer,Youth,5,"WhatsApp, Google",87879,12715,2701,996,308760,143.87,1.15,Tamil,18.68,Working Women,07-01-2025
PU-CMP-34510,Paid Ads,Premium Shoppers,5,"Google, WhatsApp",47130,2677,699,340,131920,438.99,-0.12,Bengali,7.88,College Students,18-06-2025
PU-CMP-34511,Influencer,Premium Shoppers,21,"WhatsApp, Google, Email",29607,4267,2490,1113,352821,193.78,0.64,English,26.58,College Students,08-12-2024
PU-CMP-34512,SEO,Premium Shoppers,28,"WhatsApp, YouTube, Instagram",89083,2062,576,336,187488,666.18,-0.16,English,3.34,Youth,16-11-2024
PU-CMP-34513,Influencer,Tier 2 City Customers,18,"Email, YouTube, Google",96634,8057,4672,3226,1848498,57.32,9,Tamil,16.51,Youth,27-09-2024
PU-CMP-34514,Social Media,Youth,25,YouTube,29332,4017,833,502,100902,226.49,-0.11,Bengali,18.25,Premium Shoppers,07-07-2024
PU-CMP-34515,Influencer,Youth,18,Google,99928,6174,3587,2029,631019,79.35,2.92,English,11.8,Working Women,06-02-2025
PU-CMP-34516,SEO,College Students,23,Instagram,30507,1483,584,284,113316,503.48,-0.21,English,7.71,Tier 2 City Customers,02-09-2024
PU-CMP-34517,Influencer,Premium Shoppers,16,"Facebook, Google, WhatsApp",17246,1376,792,237,67782,1146.38,-0.75,English,13.95,Premium Shoppers,22-12-2024
PU-CMP-34518,Paid Ads,Tier 2 City Customers,23,Facebook,75143,6124,3643,2424,1495608,81.56,6.56,English,16.22,Premium Shoppers,19-08-2024
PU-CMP-34519,SEO,Youth,21,"Instagram, YouTube",89534,3003,805,373,290194,742.98,0.05,English,4.67,Youth,29-12-2024
PU-CMP-34520,Social Media,Tier 2 City Customers,11,"Google, WhatsApp",19403,2221,1023,782,574770,324.5,1.27,English,20.75,Working Women,28-02-2025
PU-CMP-34521,SEO,Youth,13,"Facebook, Google, Instagram",56704,7279,2786,2223,1151514,74.56,5.95,English,21.67,Premium Shoppers,26-10-2024
PU-CMP-34522,SEO,Tier 2 City Customers,16,"WhatsApp, YouTube, Google",54070,7388,4033,2174,1310922,47.61,11.66,Bengali,25.14,College Students,17-04-2025
PU-CMP-34523,Social Media,Premium Shoppers,21,WhatsApp,97276,1950,728,334,153640,803.46,-0.43,Hindi,3.1,Tier 2 City Customers,30-09-2024
PU-CMP-34524,Influencer,Youth,14,WhatsApp,45602,5469,1471,652,269928,339.15,0.22,Hindi,16.65,Premium Shoppers,17-05-2025
PU-CMP-34525,Influencer,Working Women,5,"Facebook, YouTube",68281,6973,3039,1179,721548,65,8.42,Bengali,16.39,Youth,15-11-2024
PU-CMP-34526,Email,Premium Shoppers,6,"YouTube, Instagram, WhatsApp",83534,7176,3045,1672,688864,74.35,4.54,Bengali,14.24,Premium Shoppers,18-12-2024
PU-CMP-34527,Paid Ads,Working Women,10,"Instagram, Facebook, YouTube",73097,5601,2832,1751,1106632,31.91,18.81,English,13.93,Premium Shoppers,25-08-2024
PU-CMP-34528,Paid Ads,College Students,30,Google,91825,3464,1417,565,261030,92.45,4,Bengali,5.93,Premium Shoppers,15-05-2025
PU-CMP-34529,Email,College Students,29,"Email, Facebook, Google",78495,2034,636,499,267963,344.45,0.56,English,4.04,Working Women,27-04-2025
PU-CMP-34530,SEO,College Students,9,YouTube,72591,1811,1039,393,251520,366.09,0.75,Tamil,4.47,Working Women,24-10-2024
PU-CMP-34531,Paid Ads,Working Women,24,"YouTube, Facebook, WhatsApp",56271,2007,1190,934,500624,109.62,3.89,English,7.34,College Students,04-01-2025
PU-CMP-34532,SEO,College Students,23,Facebook,23752,548,253,173,80964,1647.08,-0.72,Tamil,4.1,College Students,23-01-2025
PU-CMP-34533,Social Media,Premium Shoppers,21,"Instagram, Facebook",19111,677,369,114,28272,2271.75,-0.89,Bengali,6.07,College Students,13-08-2024
PU-CMP-34534,Social Media,Youth,6,"Facebook, YouTube",87262,7364,2644,1351,582281,144.36,1.99,Hindi,13.02,Working Women,21-05-2025
PU-CMP-34535,Paid Ads,Youth,19,"Google, Email, WhatsApp",36161,1260,528,186,126666,1472.78,-0.54,Hindi,5.46,Working Women,18-10-2024
PU-CMP-34536,SEO,Working Women,26,Instagram,77425,9154,5346,2384,1110944,96.33,3.84,Hindi,21.81,Tier 2 City Customers,21-10-2024
PU-CMP-34537,Email,Working Women,26,"YouTube, Email, WhatsApp",92838,2515,1376,832,436800,102.14,4.14,Tamil,5.09,Youth,10-05-2025
PU-CMP-34538,Email,Youth,16,"YouTube, WhatsApp",71465,5011,1337,845,370955,208.2,1.11,Tamil,10.07,Premium Shoppers,11-03-2025
PU-CMP-34539,Social Media,Youth,8,Facebook,41004,3333,788,585,366795,382.16,0.64,Tamil,11.48,Working Women,09-01-2025
PU-CMP-34540,Email,Working Women,27,Google,32077,4570,942,431,211621,253.62,0.94,Hindi,18.53,Tier 2 City Customers,01-04-2025
PU-CMP-34541,Influencer,Working Women,13,Instagram,70811,1864,757,339,256623,659.35,0.15,English,4.18,Youth,08-01-2025
PU-CMP-34542,SEO,Working Women,24,YouTube,81262,2749,963,558,191952,536.62,-0.36,English,5.25,Tier 2 City Customers,14-08-2024
PU-CMP-34543,Paid Ads,Premium Shoppers,25,"Email, WhatsApp",65690,5535,2662,1576,583120,114.16,2.24,Hindi,14.88,College Students,13-04-2025
PU-CMP-34544,Paid Ads,College Students,13,Email,17461,2407,1017,718,455212,286.24,1.21,Hindi,23.72,Working Women,21-08-2024
PU-CMP-34545,SEO,Premium Shoppers,29,"Instagram, WhatsApp",71596,1606,395,200,159400,379.93,1.1,Hindi,3.07,College Students,29-11-2024
PU-CMP-34546,Paid Ads,Youth,11,Email,22724,2570,1534,917,365883,144.2,1.77,English,22.1,Working Women,24-07-2024
PU-CMP-34547,Email,Tier 2 City Customers,12,Email,98222,4439,2607,1717,401778,147.87,0.58,Hindi,8.92,Tier 2 City Customers,09-08-2024
PU-CMP-34548,Email,Youth,30,Google,69754,5290,2708,1169,762188,195.47,2.34,Bengali,13.14,Working Women,29-01-2025
PU-CMP-34549,SEO,Premium Shoppers,14,Facebook,47859,1558,608,279,149823,627.01,-0.14,Tamil,5.11,Premium Shoppers,08-01-2025
PU-CMP-34550,Social Media,Working Women,28,"Google, WhatsApp",99175,5697,2706,1736,456568,98.58,1.67,Bengali,10.22,Tier 2 City Customers,02-11-2024
PU-CMP-34551,Paid Ads,Working Women,7,"Google, WhatsApp, YouTube",90606,11548,6204,4053,1552299,27.39,12.98,Tamil,24.07,Youth,26-03-2025
PU-CMP-34552,Social Media,Youth,19,"Google, Email, Facebook",46200,5073,2972,1980,1114740,107.99,4.21,Tamil,21.7,Tier 2 City Customers,29-08-2024
PU-CMP-34553,Email,Youth,8,Instagram,27850,2579,772,321,80892,907.74,-0.72,Tamil,13.18,College Students,23-05-2025
PU-CMP-34554,SEO,Premium Shoppers,9,"WhatsApp, Email",39624,4783,1119,344,76712,694.71,-0.68,Bengali,15.76,Premium Shoppers,23-11-2024
PU-CMP-34555,Paid Ads,Tier 2 City Customers,12,"Facebook, YouTube",31367,2757,1264,402,218688,679,-0.2,Tamil,14.1,College Students,09-08-2024
PU-CMP-34556,Paid Ads,Youth,12,"Facebook, Email, YouTube",14256,1150,494,307,63549,544.7,-0.62,English,13.69,Working Women,12-03-2025
PU-CMP-34557,Paid Ads,Tier 2 City Customers,10,WhatsApp,12072,1758,749,400,193200,698.55,-0.31,English,24.08,Working Women,19-12-2024
PU-CMP-34558,Email,Premium Shoppers,6,"Instagram, Email",16283,622,248,176,134992,1251.57,-0.39,Hindi,6.42,Working Women,14-03-2025
PU-CMP-34559,Influencer,Premium Shoppers,20,"Email, WhatsApp",12945,267,160,78,34320,3020.29,-0.85,English,3.9,College Students,15-02-2025
PU-CMP-34560,Email,Working Women,29,"Facebook, Google",40328,5900,1247,666,485514,364.97,1,Tamil,19.37,Premium Shoppers,20-11-2024
PU-CMP-34561,Paid Ads,Youth,9,"YouTube, Google, Instagram",20652,2788,1213,549,114192,237.14,-0.12,English,22.03,College Students,17-08-2024
PU-CMP-34562,Email,Youth,20,"YouTube, Google, Email",83163,12403,5367,1999,699650,93.24,2.75,Hindi,23.77,Premium Shoppers,08-01-2025
PU-CMP-34563,Email,Working Women,14,YouTube,46823,1081,531,205,51660,558.08,-0.55,Tamil,3.88,Tier 2 City Customers,28-07-2024
PU-CMP-34564,Social Media,Youth,27,"Instagram, Google, Email",27937,1143,498,230,78660,685.61,-0.5,Hindi,6.7,College Students,16-12-2024
PU-CMP-34565,Email,Working Women,11,Instagram,69436,3997,2134,1405,1084660,39.93,18.33,Hindi,10.85,Working Women,17-12-2024
PU-CMP-34566,Social Media,Tier 2 City Customers,22,"Email, Instagram",14632,1495,792,436,104204,413.38,-0.42,Hindi,18.61,College Students,24-12-2024
PU-CMP-34567,Influencer,Premium Shoppers,6,"Instagram, WhatsApp, YouTube",97120,7573,3589,1576,636704,152.85,1.64,English,13.12,Premium Shoppers,29-12-2024
PU-CMP-34568,Social Media,Tier 2 City Customers,17,Email,14846,2148,756,423,303714,202.28,2.55,Tamil,22.41,College Students,24-07-2024
PU-CMP-34569,SEO,Youth,23,Google,41354,5113,1992,903,594174,193.39,2.4,Tamil,19.36,Tier 2 City Customers,29-11-2024
PU-CMP-34570,Email,College Students,24,Instagram,79044,2962,712,440,221320,208.91,1.41,English,5.2,Premium Shoppers,21-12-2024
PU-CMP-34571,Paid Ads,College Students,9,"Instagram, Google",36328,4749,2203,847,572572,186.28,2.63,Tamil,21.47,Premium Shoppers,05-03-2025
PU-CMP-34572,SEO,College Students,26,"Instagram, Email, Facebook",36863,4122,1155,532,280364,176.51,1.99,Tamil,15.76,Youth,11-05-2025
PU-CMP-34573,Influencer,College Students,5,"WhatsApp, Facebook, Email",65012,5639,1707,876,279444,262.87,0.21,English,12.65,Tier 2 City Customers,16-01-2025
PU-CMP-34574,Email,Working Women,21,"Google, WhatsApp, Facebook",32791,2161,749,242,104786,522.4,-0.17,Hindi,9.61,Premium Shoppers,18-09-2024
PU-CMP-34575,SEO,Premium Shoppers,14,Instagram,21983,3188,793,258,168216,571.71,0.14,Tamil,19.28,Youth,09-01-2025
PU-CMP-34576,SEO,Premium Shoppers,15,"Instagram, Facebook",24517,3520,1612,957,503382,219.24,1.4,English,24.84,Premium Shoppers,28-03-2025
PU-CMP-34577,Email,College Students,25,YouTube,52027,7310,1644,1084,346880,57.03,4.61,English,19.29,Youth,14-12-2024
PU-CMP-34578,Influencer,Tier 2 City Customers,8,"YouTube, WhatsApp, Google",82612,10925,4473,3263,1138787,59.22,4.89,English,22.59,Premium Shoppers,13-05-2025
PU-CMP-34579,Social Media,Premium Shoppers,26,"Google, WhatsApp, Instagram",69452,1696,885,570,117420,326.42,-0.37,Hindi,4.54,Working Women,13-05-2025
PU-CMP-34580,Email,Tier 2 City Customers,6,WhatsApp,46504,5189,1559,1152,472320,193.44,1.12,Bengali,16.99,College Students,07-07-2024
PU-CMP-34581,SEO,Working Women,13,Email,91838,9074,4558,2499,1044582,113.95,2.67,Tamil,17.56,Premium Shoppers,02-05-2025
PU-CMP-34582,Paid Ads,Tier 2 City Customers,26,"Instagram, WhatsApp",37822,3176,955,658,192794,79.36,2.69,Tamil,12.66,Youth,07-01-2025
PU-CMP-34583,SEO,College Students,8,"WhatsApp, Instagram, Facebook",81270,1894,711,483,136206,141.76,0.99,Bengali,3.8,College Students,08-12-2024
PU-CMP-34584,Influencer,Youth,5,"WhatsApp, Facebook, YouTube",20011,1884,791,247,167960,786.62,-0.14,Tamil,14.6,College Students,18-09-2024
PU-CMP-34585,Paid Ads,College Students,18,"Google, Instagram",73971,2151,686,305,169275,274.47,1.02,Bengali,4.25,Premium Shoppers,28-07-2024
PU-CMP-34586,Influencer,Premium Shoppers,30,"Facebook, WhatsApp",70971,4816,1654,596,463092,266.98,1.91,Bengali,9.96,Tier 2 City Customers,24-12-2024
PU-CMP-34587,SEO,College Students,14,Facebook,28271,640,249,179,135861,552.59,0.37,Tamil,3.78,College Students,21-02-2025
PU-CMP-34588,Paid Ads,Working Women,10,"YouTube, Instagram",22290,1836,1009,376,251920,797.14,-0.16,English,14.45,Youth,06-03-2025
PU-CMP-34589,Email,Tier 2 City Customers,10,"Google, Email",96041,12281,3898,1311,335616,98.35,1.6,Bengali,18.21,Tier 2 City Customers,22-04-2025
PU-CMP-34590,Influencer,Working Women,8,"Google, Email",83315,4718,2651,2000,428000,25.37,7.43,Bengali,11.25,Tier 2 City Customers,29-11-2024
PU-CMP-34591,Influencer,Youth,22,"WhatsApp, YouTube, Google",45518,2795,771,267,129495,746.61,-0.35,English,8.42,Tier 2 City Customers,30-12-2024
PU-CMP-34592,Social Media,Tier 2 City Customers,7,Google,14767,2102,935,339,148482,751.86,-0.42,Hindi,22.86,Premium Shoppers,13-12-2024
PU-CMP-34593,Email,Premium Shoppers,14,"Google, Facebook",94252,3812,1426,771,540471,190.44,2.68,Tamil,6.38,Working Women,06-06-2025
PU-CMP-34594,Paid Ads,Premium Shoppers,18,"Facebook, Instagram, Email",16547,990,429,263,102833,445.88,-0.12,English,10.16,Working Women,05-07-2024
PU-CMP-34595,SEO,Premium Shoppers,27,Email,19365,903,248,174,57420,909.53,-0.64,Tamil,6.84,Working Women,02-10-2024
PU-CMP-34596,Social Media,Premium Shoppers,13,YouTube,12029,837,275,219,69204,602.72,-0.48,Hindi,11.06,Working Women,21-10-2024
PU-CMP-34597,Social Media,Youth,22,Instagram,47961,5052,1798,864,468288,113.11,3.79,Bengali,16.08,Youth,04-02-2025
PU-CMP-34598,Paid Ads,Youth,21,WhatsApp,36064,4048,1746,1057,262136,255.96,-0.03,Tamil,19,College Students,02-01-2025
PU-CMP-34599,Social Media,Youth,28,WhatsApp,47100,3694,1898,779,247722,137.32,1.32,Hindi,13.53,Working Women,08-12-2024
PU-CMP-34600,Paid Ads,Tier 2 City Customers,27,"WhatsApp, Instagram, Google",11558,614,274,103,77971,1062.48,-0.29,English,8.57,Working Women,20-12-2024
PU-CMP-34601,Influencer,Premium Shoppers,17,"Facebook, Instagram, WhatsApp",71452,9424,3421,2198,696766,68.32,3.64,Hindi,21.05,Working Women,16-07-2024
PU-CMP-34602,Email,Youth,15,YouTube,13487,1920,1092,554,306916,526.31,0.05,Tamil,26.44,Youth,01-09-2024
PU-CMP-34603,Email,Tier 2 City Customers,10,Email,99979,11295,5378,1819,934966,104.86,3.9,Hindi,18.5,College Students,22-07-2024
PU-CMP-34604,Email,Working Women,19,"Facebook, Google, WhatsApp",87152,8997,1985,1537,667058,151.36,1.87,Hindi,14.36,Working Women,23-10-2024
PU-CMP-34605,Social Media,Premium Shoppers,9,"Instagram, WhatsApp, Google",56449,6360,2893,899,525016,73.29,6.97,English,17.98,College Students,09-06-2025
PU-CMP-34606,Influencer,Working Women,22,"Instagram, Facebook",25220,545,199,110,60940,1518.83,-0.64,Tamil,3.39,College Students,07-03-2025
PU-CMP-34607,Email,Premium Shoppers,7,Facebook,56685,7098,3705,2218,993664,59.23,6.56,English,22.97,Tier 2 City Customers,21-02-2025
PU-CMP-34608,Paid Ads,Premium Shoppers,10,"WhatsApp, Email",37141,4470,2339,1027,601822,277.29,1.11,Bengali,21.1,College Students,03-02-2025
PU-CMP-34609,Paid Ads,Premium Shoppers,17,Instagram,56548,2800,671,499,225548,359.85,0.26,Tamil,7.02,Working Women,20-08-2024
PU-CMP-34610,Paid Ads,Premium Shoppers,28,Instagram,21542,2891,1405,991,598564,74.77,7.08,Hindi,24.54,College Students,12-07-2024
PU-CMP-34611,Paid Ads,College Students,29,"Google, Instagram, Email",97759,13657,2798,1429,745938,157,2.32,English,18.29,Tier 2 City Customers,04-02-2025
PU-CMP-34612,Social Media,Tier 2 City Customers,24,"WhatsApp, YouTube",14567,502,238,168,44520,668.1,-0.6,Hindi,6.23,College Students,24-10-2024
PU-CMP-34613,Influencer,College Students,30,"Email, Facebook, Google",99434,4975,2008,725,324075,355.09,0.26,English,7.75,Working Women,11-12-2024
PU-CMP-34614,Influencer,Tier 2 City Customers,23,"Email, WhatsApp",87754,8212,2722,1612,1150968,158.19,3.51,Hindi,14.3,Working Women,04-03-2025
PU-CMP-34615,Paid Ads,Premium Shoppers,25,WhatsApp,40020,5194,1688,1113,283815,255.66,0,Hindi,19.98,Tier 2 City Customers,15-08-2024
PU-CMP-34616,Social Media,Premium Shoppers,26,"Google, Facebook, WhatsApp",56233,2666,641,381,212598,643.95,-0.13,English,6.56,Working Women,04-11-2024
PU-CMP-34617,Email,Premium Shoppers,9,"WhatsApp, YouTube",28776,1928,938,744,377208,282.31,0.8,Hindi,12.55,College Students,05-07-2024
PU-CMP-34618,SEO,Tier 2 City Customers,17,"WhatsApp, Email, Facebook",45852,5738,2672,1336,682696,88.2,4.79,Hindi,21.26,College Students,10-01-2025
PU-CMP-34619,SEO,Tier 2 City Customers,7,Email,33743,2880,873,402,241602,286.61,1.1,Tamil,12.31,Working Women,12-05-2025
PU-CMP-34620,SEO,Youth,24,WhatsApp,77077,9536,4534,2979,1269054,99.96,3.26,Hindi,22.12,Youth,18-12-2024
PU-CMP-34621,SEO,Premium Shoppers,12,"Google, Email",85301,3452,1608,981,556227,94.83,4.98,Bengali,7.08,Working Women,15-06-2025
PU-CMP-34622,Influencer,Premium Shoppers,14,Google,90305,7176,2232,1592,722768,32.83,12.83,English,12.18,Youth,29-12-2024
PU-CMP-34623,Email,Tier 2 City Customers,22,"Facebook, Email, Google",24670,2988,1675,1229,470707,167.61,1.29,Tamil,23.88,Youth,22-11-2024
PU-CMP-34624,Influencer,College Students,30,"WhatsApp, YouTube",69188,2509,998,345,84525,850.85,-0.71,Bengali,5.57,Premium Shoppers,26-12-2024
